Word,Count
GL_HP_texture_lighting,3
wraps,3
possibly,3
GL_EXT_histogram,3
GL_VERSION_3_0,3
GL_OES_byte_coordinates,3
having,3
\"\1"\,\,3
\equal,\,3
Wayland,3
GL_NV_half_float,3
EGL_EXT_client_extensions,3
GL_EXT_light_texture,3
GL_ARB_occlusion_query,3
GL_SUN_vertex,3
timestamp,3
thread-safe,3
Support,3
compile-time,3
(Win64,3
SDL_GL_LoadLibrary(),3
\internally,\,3
GL_APPLE_object_purgeable,3
apply,3
0.0,3
GL_SGIX_ycrcb,3
GL_SGIX_framezoom,3
GL_EXT_stencil_clear_tag,3
PAUL,3
GL_PGI_misc_hints,3
off),3
GL_VERSION_4_1,3
resource,3
GL_NV_shader_storage_buffer_object,3
spec,3
EGL_VERSION_1_4,3
parts,3
GL_WIN_specular_fog,3
::SDL_BlendMode,3
EGL_VERSION_1_1,3
SDL_GetQueuedAudioSize,3
\initialized,\,3
style,3
GL_APPLE_transform_hint,3
stdint.h,3
Acceleration,3
EGL_NV_stream_sync,3
generic,3
GL_ARB_compute_shader,3
SDL_main.h,3
GL_NV_vertex_array_range2,3
GL_SGIX_polynomial_ffd,3
REMOVED,3
EGL_KHR_lock_surface,3
GL_ARB_texture_cube_map,3
GL_NV_shader_atomic_counters,3
EGL_EXT_output_openwf,3
GL_NV_point_sprite,3
GL_EXT_sRGB_write_control,3
\grabbed,\,3
GLX,3
few,3
GL_ARB_shader_bit_encoding,3
EGL_ANDROID_recordable,3
$Date::,3
centering,3
!__GNUC__,3
GL_NV_transform_feedback,3
GL_ARB_gpu_shader_fp64,3
Waits,3
trackball,3
GL_ARB_fragment_shader,3
Creates,3
\opened,\,3
GL_EXT_texture_swizzle,3
GL_NV_vertex_program1_1,3
destroy,3
EGL_KHR_swap_buffers_with_damage,3
others,3
GL_EXT_blend_color,3
EGL_VERSION_1_0,3
Lock,3
Framebuffer,3
tested,3
GL_ARB_cl_event,3
(see,3
cvt,3
GL_AMD_query_buffer_object,3
GL_EXT_coordinate_frame,3
(USB,3
EGL_NV_native_query,3
GL_SGIX_flush_raster,3
MD5,3
GL_OES_texture_half_float,3
Query,3
void*,3
optionally,3
\resampling,\,3
autocentering,3
typedefs..,3
Play,3
GL_ATI_separate_stencil,3
SDL_SetWindowGrab(),3
EGL_KHR_create_context,3
GL_ARB_transpose_matrix,3
GL_APPLE_vertex_array_range,3
ADDED,3
GL_NV_draw_texture,3
had,3
EGL_EXT_stream_consumer_egloutput,3
Newly,3
Shader,3
ARGB,3
GL_AMD_shader_stencil_export,3
rotating,3
relation,3
GL_KHR_texture_compression_astc_ldr,3
EGL_NOK_swap_region2,3
Exception,3
Length,3
SDL_DisableScreenSaver(),3
reached,3
\srcA,\,3
GL_NV_pixel_data_range,3
activate,3
GL_ARB_multisample,3
::SDL_HAPTIC_LEFTRIGHT,3
promise,3
GL_ARB_texture_float,3
region,3
EGL_KHR_lock_surface3,3
GL_GREMEDY_string_marker,3
GL_EXT_texture_snorm,3
GL_ARB_compatibility,3
GL_INTEL_map_texture,3
SDL_ttf,3
GL_NV_register_combiners,3
EGL_KHR_platform_wayland,3
GL_NV_vertex_program3,3
GL_EXT_geometry_shader4,3
Dynamically,3
GL_ARB_transform_feedback2,3
GL_ARB_sparse_texture,3
GL_ARB_instanced_arrays,3
GL_NV_fragment_program2,3
GL_EXT_paletted_texture,3
EGL_EXT_output_drm,3
GL_EXT_texture_object,3
EGL_NOK_swap_region,3
independent,3
startup,3
GL_ARB_depth_buffer_float,3
GL_VERSION_4_2,3
related,3
GL_ATI_envmap_bumpmap,3
obtained,3
direction.dir[0],3
EGL_TIZEN_image_native_buffer,3
GL_ARB_fragment_coord_conventions,3
\windows,\,3
GL_ATI_texture_env_combine3,3
SOLIDUS,3
clean,3
Unlock,3
\call,\,3
GL_ARB_compressed_texture_pixel_storage,3
GL_SGIX_shadow,3
GL_ARB_texture_env_combine,3
looks,3
GL_ATI_vertex_array_object,3
GL_NV_vertex_attrib_integer_64bit,3
EGL_KHR_lock_surface2,3
scheme,3
GL_AMD_vertex_shader_tessellator,3
GL_EXT_shader_image_load_store,3
GL_NV_framebuffer_multisample_coverage,3
GL_ARB_texture_non_power_of_two,3
SDL_Vulkan_CreateSurface(),3
GL_SGIX_ycrcba,3
Back,3
GL_NV_occlusion_query,3
considered:,3
Angular,3
asm),3
GL_APPLE_float_pixels,3
Begin,3
EGL_EXT_device_base,3
drawn,3
removed:,3
GL_ATI_meminfo,3
EGL_KHR_gl_colorspace,3
SDL_BUTTON(X),3
EGL_ANDROID_framebuffer_target,3
latency,3
mix,3
GL_3DFX_multisample,3
GL_ARB_vertex_blend,3
GL_MESA_resize_buffers,3
numeric,3
GL_ARB_fragment_program_shadow,3
GL_ARB_texture_env_dot3,3
2008,3
meant,3
GL_EXT_vertex_array,3
Callback,3
GL_ARB_texture_mirrored_repeat,3
\cases,\,3
summary,3
GL_ARB_vertex_shader,3
center),3
GL_NV_present_video,3
GL_EXT_pixel_buffer_object,3
GL_NV_gpu_program4,3
SR,3
term,3
GL_SGIX_shadow_ambient,3
GL_SUN_slice_accum,3
GL_ARB_draw_elements_base_vertex,3
GL_NV_parameter_buffer_object,3
VkInstance,3
fairly,3
32767),3
GL_ARB_texture_cube_map_array,3
builds,3
implies,3
GL_NV_float_buffer,3
GL_NV_gpu_shader5,3
GL_HP_occlusion_test,3
GL_ANGLE_instanced_arrays,3
(src/haptic/dummy/\*.c),3
GL_ARB_indirect_parameters,3
GL_REND_screen_coordinates,3
EGL_NV_sync,3
(including,3
Specified,3
OR'd,3
fallback,3
'ticks',3
GL_ARB_texture_rectangle,3
content,3
polar,3
GL_NV_compute_program5,3
GL_EXT_multisample,3
swipe,3
EGL_KHR_gl_texture_2D_image,3
GL_EXT_texture3D,3
GL_IBM_texture_mirrored_repeat,3
drag,3
EGL_KHR_stream_consumer_gltexture,3
EGL_NV_3dvision_surface,3
GL_NV_shader_atomic_float,3
GL_SGIX_texture_scale_bias,3
GL_HP_convolution_border_modes,3
GL_NV_vertex_program4,3
GL_APPLE_vertex_program_evaluators,3
GL_NV_copy_image,3
place,3
GL_SGIS_fog_function,3
rules,3
efficient,3
GL_ARB_texture_query_lod,3
Older,3
licensed,3
Finds,3
GL_NV_packed_depth_stencil,3
GL_ARB_draw_buffers_blend,3
(with,3
GL_ARB_sync,3
GL_ARB_draw_indirect,3
GL_ARB_explicit_attrib_location,3
EGL_KHR_gl_texture_cubemap_image,3
sense,3
GL_ARB_robust_buffer_access_behavior,3
finally,3
ball,3
attack_length,3
GL_APPLE_texture_range,3
cardinal,3
GL_SGIS_point_line_texgen,3
UIKit,3
GL_NV_explicit_multisample,3
GL_ARB_fragment_program,3
older,3
across,3
GL_ARB_texture_stencil8,3
!HAVE_STDINT_H,3
Walther,3
\returned,\,3
Extensions,3
skips,3
problem,3
javascript,3
GL_NV_evaluators,3
EGL_NV_system_time,3
GL_EXT_index_array_formats,3
GL_KHR_texture_compression_astc_hdr,3
1.3,3
debugging,3
\API,\,3
GL_EXT_blend_subtract,3
samples!),3
GL_ARB_base_instance,3
EGL_ANDROID_image_native_buffer,3
GL_ARB_framebuffer_object,3
GL_NV_register_combiners2,3
GL_INGR_interlace_read,3
\audio,\,3
raise,3
determined,3
TTF,3
GL_NV_blend_equation_advanced_coherent,3
GL_NV_tessellation_program5,3
GL_ARB_compute_variable_group_size,3
GL_AMD_gpu_shader_int64,3
careful,3
closer,3
GL_SUN_global_alpha,3
(1,3
GL_SGIX_ycrcb_subsample,3
whose,3
GL_EXT_gpu_program_parameters,3
GL_NV_vertex_program,3
GL_EXT_provoking_vertex,3
glext.h,3
GL_ARB_pixel_buffer_object,3
scripts,3
\though,\,3
EGL_KHR_cl_event2,3
fields,3
pad,3
GL_INGR_color_clamp,3
__arch64__,3
intrin.h,3
GL_SGIX_async_histogram,3
capturing,3
Uint8,3
GL_NV_vertex_program2_option,3
GL_NV_deep_texture3D,3
EGL_KHR_platform_gbm,3
closes,3
\stream,\,3
GL_AMD_name_gen_delete,3
Each,3
GL_ATI_pn_triangles,3
portion,3
EGL_ARM_pixmap_multisample_discard,3
GL_VERSION_4_3,3
\up,\,3
GL_NV_gpu_program5_mem_extended,3
----------,3
EGL_EXT_platform_x11,3
GL_NV_gpu_program5,3
reads,3
GL_EXT_packed_depth_stencil,3
GL_EXT_texture_env_dot3,3
\left,\,3
GL_SGIX_depth_texture,3
GL_ARB_multi_draw_indirect,3
WAVE,3
takes,3
INFO,3
GL_SGIS_pixel_texture,3
longer,3
GL_SGIS_texture_filter4,3
on-screen,3
logs,3
determines,3
GL_ARB_transform_feedback3,3
EGL_HI_clientpixmap,3
GL_ARB_texture_view,3
GL_AMD_gcn_shader,3
non-NULL,3
EGL_KHR_reusable_sync,3
GL_EXT_texture_cube_map,3
definition,3
_NET_WM_PING,3
GL_3DFX_texture_compression_FXT1,3
GL_ARB_map_buffer_range,3
GL_EXT_framebuffer_multisample_blit_scaled,3
!_STDINT_H_,3
beginning,3
alarm,3
GL_EXT_index_material,3
GL_ATI_texture_float,3
read-only,3
GL_ANGLE_translated_shader_source,3
GL_ARB_geometry_shader4,3
Default,3
GL_ARB_tessellation_shader,3
EGL_NV_post_sub_buffer,3
CPUs,3
SDL_HasScreenKeyboardSupport(),3
meta,3
GL_VERSION_1_3,3
GL_ARB_window_pos,3
\intersection,\,3
EGL_ANGLE_surface_d3d_texture_2d_share_handle,3
drop,3
!_MSC_VER,3
\added,\,3
GL_NV_texture_compression_vtc,3
GL_EXT_blend_logic_op,3
GL_EXT_packed_float,3
Arrays,3
targets,3
::SDL_MUTEX_TIMEDOUT,3
GL_SGIX_texture_add_env,3
EGL_NV_post_convert_rounding,3
GL_SGIS_generate_mipmap,3
GL_ARB_internalformat_query2,3
unlike,3
writing,3
GL_NV_multisample_filter_hint,3
GL_ARB_texture_compression,3
GL_EXT_texture_array,3
EGL_EXT_image_dma_buf_import,3
http://www.opengl.org/registry/,3
SDL_WINDOW_OPENGL,3
SDL_GetDisplayMode(),3
GL_SUN_convolution_border_modes,3
Swap,3
GL_EXT_texture_shared_exponent,3
little,3
Updates,3
VERTICAL,3
\1-dstA,\,3
atomically,3
silent,3
GL_APPLE_flush_buffer_range,3
GL_VERSION_2_1,3
GL_NV_bindless_texture,3
Avoid,3
GL_ARB_point_sprite,3
SIGTERM,3
Render,3
GL_EXT_texture_mirror_clamp,3
GL_ATI_vertex_attrib_array_object,3
GL_EXT_shader_image_load_formatted,3
GL_EXT_vertex_weighting,3
GL_SGIX_calligraphic_fragment,3
Settings,3
seems,3
tsf_get_presetcount(),3
\2.1,\,3
GL_GREMEDY_frame_terminator,3
accessing,3
directfb,3
GL_ARB_shader_objects,3
EGL_ANDROID_blob_cache,3
Produces,3
GL_ARB_explicit_uniform_location,3
libvulkan,3
SDL_HapticPause,3
GL_IBM_vertex_array_lists,3
iPhone,3
insert,3
Sensor,3
GL_AMD_debug_output,3
NUMBER,3
paths,3
EGL_NV_device_cuda,3
GL_NV_texture_shader3,3
GL_EXT_texture_compression_rgtc,3
Retrieve,3
GL_IBM_rasterpos_clip,3
GL_EXT_framebuffer_blit,3
caller's,3
\internal,3
EGL_HI_colorformats,3
Never,3
echo,3
although,3
enumeration,3
GL_ARB_texture_compression_bptc,3
Low-pass,3
GL_SGIX_pixel_texture,3
GL_EXT_422_pixels,3
0),3
GL_EXT_texture,3
GL_EXT_convolution,3
largest,3
conflicts,3
SDL_ClearQueuedAudio,3
switch,3
GL_EXT_copy_texture,3
Win64-compatible,3
EGL_ANGLE_query_surface_pointer,3
GL_AMD_sparse_texture,3
GL_NV_texture_barrier,3
GL_NV_texture_multisample,3
numevents,3
SDL_RWops,3
ABI,3
GL_INTEL_parallel_arrays,3
GL_ARB_vertex_program,3
GL_ARB_framebuffer_sRGB,3
recognized,3
is:,3
safely,3
GL_ARB_timer_query,3
SDL_EnableScreenSaver(),3
EGL_EXT_device_openwf,3
GL_ARB_viewport_array,3
GL_ARB_seamless_cube_map,3
2000,3
chunk's,3
GL_ARB_texture_query_levels,3
precise,3
feedback,3
Pixel,3
EGL_KHR_gl_renderbuffer_image,3
GL_EXT_shadow_funcs,3
GL_AMD_shader_trinary_minmax,3
connection,3
GL_EXT_polygon_offset,3
GL_ARB_draw_buffers,3
Program,3
sequence,3
Unload,3
GL_NVX_gpu_memory_info,3
GL_SGIX_texture_coordinate_clamp,3
fit,3
Posteffects,3
Supported,3
GL_SGIX_blend_alpha_minmax,3
SDL_RaiseWindow(),3
GL_IBM_cull_vertex,3
\to,\,3
GL_AMD_vertex_shader_layer,3
assertCondition,3
GL_ARB_fragment_layer_viewport,3
GL_ARB_robustness,3
Microsoft,3
\number,\,3
GL_ARB_conservative_depth,3
GL_SGIX_list_priority,3
GL_ATI_texture_mirror_once,3
GL_SGIS_texture_lod,3
XVidMode,3
varies,3
GL_SGIX_interlace,3
BMP,3
unpause,3
string;,3
GL_VERSION_3_3,3
movement,3
Microsoft's,3
EGL_VERSION_1_3,3
URL,3
EVER,3
shift,3
larger,3
GL_ARB_stencil_texturing,3
GL_NV_video_capture,3
GL_NV_blend_equation_advanced,3
GL_ARB_multi_bind,3
SDL_LockSurface(),3
\direction,\,3
GL_ATI_map_object_buffer,3
GL_SGIX_vertex_preclip,3
(angle),3
GL_ATI_text_fragment_shader,3
defaults,3
GL_APPLE_aux_depth_stencil,3
(increments,3
GL_ARB_transform_feedback_instanced,3
Clear,3
loses,3
GL_ARB_texture_buffer_object,3
EGL_EXT_buffer_age,3
GL_ATI_fragment_shader,3
GL_ARB_shader_storage_buffer_object,3
tells,3
GL_ARB_invalidate_subdata,3
GL_EXT_stencil_wrap,3
:),3
GL_ARB_gpu_shader5,3
positioning,3
GL_EXT_index_texture,3
GL_INTEL_performance_query,3
ordered,3
Cocoa,3
GL_MESA_window_pos,3
GL_APPLE_vertex_array_object,3
EGL_KHR_wait_sync,3
GL_ARB_vertex_type_10f_11f_11f_rev,3
SDL2.DLL,3
EGL_KHR_get_all_proc_addresses,3
GL_EXT_texture_sRGB,3
EGL_MESA_platform_gbm,3
GL_ARB_program_interface_query,3
attached,3
GL_SGIX_async_pixel,3
dead,3
GL_EXT_x11_sync_object,3
EGL_NV_depth_nonlinear,3
EGL_ANGLE_d3d_share_handle_client_buffer,3
License,3
EGL_MESA_drm_image,3
underlying,3
clipped,3
SDL_HapticClose,3
EGL_EXT_protected_surface,3
flow,3
did,3
ordering,3
EGL_KHR_platform_android,3
GL_SGIX_pixel_tiles,3
GL_SGIX_texture_lod_bias,3
GL_EXT_stencil_two_side,3
GL_ARB_matrix_palette,3
GL_NV_shader_thread_group,3
numbers,3
GL_ATI_element_array,3
\axis,\,3
After,3
Macros,3
REVERSE,3
architectures,3
GL_ARB_texture_env_crossbar,3
GL_EXT_pixel_transform_color_table,3
GL_EXT_shader_integer_mix,3
GL_NV_texture_shader,3
__cplusplus,3
GL_EXT_draw_buffers,3
games,3
GL_ARB_copy_image,3
1000;,3
GLEW_STATIC,3
GL_SGIX_depth_pass_instrument,3
TEST,3
EGL_NV_coverage_sample_resolve,3
separately,3
platform-specific,3
device:,3
7.0,3
GL_VERSION_1_2,3
GL_EXT_gpu_shader4,3
POV,3
GL_ARB_ES3_compatibility,3
GL_SUN_triangle_list,3
GL_NV_texture_shader2,3
GL_NV_multisample_coverage,3
src,3
interpreted,3
GL_ARB_vertex_attrib_binding,3
GL_ARB_shader_draw_parameters,3
regardless,3
uniquely,3
GL_OML_interlace,3
\1-srcA,\,3
EGL_KHR_stream_producer_eglsurface,3
GL_EXT_cmyka,3
GL_VERSION_3_1,3
GL_ARB_separate_shader_objects,3
GL_ARB_point_parameters,3
terminated,3
clicking,3
GL_NV_blend_square,3
like:,3
GL_ARB_sampler_objects,3
dither,3
0...1,3
Next,3
sine,3
method,3
ends,3
allocations,3
\efficiency,\,3
especially,3
GL_ARB_buffer_storage,3
GL_EXT_texture_lod_bias,3
GL_SGI_color_matrix,3
Allow,3
GL_ARB_framebuffer_no_attachments,3
GL_ARB_vertex_attrib_64bit,3
SIGINT,3
GL_SGIS_texture_border_clamp,3
SDL_GetWindowDisplayMode(),3
too,3
EGL_EXT_device_query,3
SDL_TOUCH_MOUSEID,3
API:,3
SDL_HapticRumbleSupported,3
debugger,3
GL_ARB_shadow_ambient,3
\point,\,3
GL_EXT_index_func,3
GL_ARB_texture_border_clamp,3
modifier,3
EGL_EXT_create_context_robustness,3
\details,\,3
GL_NV_fog_distance,3
GL_SGIX_async,3
plane),3
connected,3
GL_ARB_texture_swizzle,3
GL_IBM_static_data,3
GL_VERSION_1_5,3
GL_ARB_get_program_binary,3
GL_NV_texgen_reflection,3
127,3
http://oss.sgi.com/projects/FreeB/,3
GL_EXT_depth_bounds_test,3
EGL_KHR_surfaceless_context,3
mark,3
GL_AMD_blend_minmax_factor,3
direction.type,3
GL_IBM_multimode_draw_arrays,3
\OK,\,3
SDL_HapticOpenFromJoystick,3
watch,3
GL_ARB_depth_clamp,3
Mix_SetPanning(),3
difference,3
primitives,3
\succeeded,\,3
\apps,\,3
best,3
\Registry,\,3
allowing,3
GL_SGIS_detail_texture,3
GL_AMD_depth_clamp_separate,3
EGL_IMG_context_priority,3
GL_ARB_bindless_texture,3
BRIAN,3
GL_ARB_ES2_compatibility,3
EGL_NV_coverage_sample,3
portable,3
GL_EXT_draw_range_elements,3
able,3
replace,3
intersection,3
Version,3
GL_SUN_mesh_array,3
GL_ATI_draw_buffers,3
GL_ARB_provoking_vertex,3
EGL_KHR_stream_cross_process_fd,3
Vertex,3
GL_ARB_shader_precision,3
GL_NV_depth_buffer_float,3
emitted:,3
Strength,3
EGL_EXT_yuv_surface,3
GL_AMD_interleaved_elements,3
tempo,3
GL_AMD_texture_texture4,3
analysis,3
TSF_IMPLEMENTATION,3
GL_EXT_texture_integer,3
EGL_EXT_device_drm,3
SDL_HapticRumbleInit,3
GL_ATI_vertex_streams,3
kilobytes,3
Individual,3
property,3
GL_ARB_occlusion_query2,3
\playing,\,3
GL_AMD_transform_feedback4,3
Can,3
GL_EXT_separate_specular_color,3
dropped,3
\OpenGL,\,3
ranging,3
GL_ARB_vertex_type_2_10_10_10_rev,3
GL_NV_fragment_program4,3
GL_ARB_texture_storage,3
Alt+F4,3
SDL_HINT_WINRT_PRIVACY_POLICY_URL,3
GL_NV_texgen_emboss,3
GL_ARB_vertex_buffer_object,3
ranges,3
GL_ARB_debug_output,3
refer,3
GL_EXT_draw_instanced,3
EGL_ANDROID_native_fence_sync,3
\application,\,3
EGL_VERSION_1_2,3
GL_NV_bindless_multi_draw_indirect,3
GL_NV_shader_thread_shuffle,3
EGL_KHR_create_context_no_error,3
usable,3
QtWayland,3
#$,3
finish,3
SDL_QueueAudio(),3
EGL_ANGLE_device_d3d,3
maximized,3
increase,3
GL_SGIX_clipmap,3
GL_ARB_texture_rgb10_a2ui,3
GL_NV_primitive_restart,3
GL_ARB_shading_language_100,3
GL_NV_shader_buffer_load,3
install,3
language,3
::SDL_HAPTIC_CUSTOM,3
installed,3
obtain,3
GL_ARB_half_float_pixel,3
implicitly,3
GL_MESA_ycbcr_texture,3
Name,3
\say,\,3
GL_ARB_shading_language_packing,3
SDL_CreateWindowFrom(),3
dimensions,3
SDL_Window*,3
assertDescription,3
GL_INTEL_fragment_shader_ordering,3
Currently,3
short,3
whole,3
GL_NV_geometry_program4,3
GL_ARB_shader_group_vote,3
GL_ARB_texture_env_add,3
EGL_KHR_fence_sync,3
i++),3
GL_ARB_map_buffer_alignment,3
EGL_EXT_swap_buffers_with_damage,3
GL_MESAX_texture_stack,3
EGL_KHR_platform_x11,3
GL_APPLE_fence,3
GL_3DFX_tbuffer,3
GL_SGIX_fog_offset,3
GL_APPLE_element_array,3
exposed,3
for:,3
SDL_HapticNewEffect,3
WinCE,3
GL_NV_texture_rectangle,3
X),3
GL_NV_fragment_program,3
\id,\,3
GL_EXT_secondary_color,3
GLU,3
GL_EXT_texture_env_combine,3
GL_NV_texture_expand_normal,3
GL_ARB_shader_atomic_counters,3
GL_EXT_misc_attribute,3
GL_EXT_blend_equation_separate,3
SDL_FreeCursor(),3
GL_ARB_uniform_buffer_object,3
clockwise,3
Polar,3
cache,3
GL_ARB_query_buffer_object,3
GL_SGIX_scalebias_hint,3
surround),3
detach,3
GL_OES_compressed_paletted_texture,3
GL_AMD_pinned_memory,3
Texture,3
Normally,3
GL_EXT_framebuffer_object,3
SDL_StartTextInput(),3
SDL_GetDisplayBounds(),3
GL_NV_parameter_buffer_object2,3
SDL_TEXTEDITING,3
SDL_HAPTIC_SQUARE,3
GL_AMD_occlusion_query_event,3
\2017,\,3
GL_APPLE_client_storage,3
Stops,3
GL_ARB_texture_storage_multisample,3
Loads,3
GL_EXT_texture_buffer_object,3
inline,3
GL_ARB_clear_texture,3
FreeType,3
GL_EXT_direct_state_access,3
EGL_NOK_texture_from_pixmap,3
EGL_KHR_image_base,3
freesrc,3
GL_ARB_texture_gather,3
suite,3
binarized,3
Version:,3
org,3
GL_EXT_compiled_vertex_array,3
GL_EXT_packed_pixels,3
\coordinates,\,3
Initializes,3
GL_NV_depth_clamp,3
GL_EXT_texture_compression_s3tc,3
EGL_TIZEN_image_native_surface,3
GL_SGIX_convolution_accuracy,3
EGL_NV_cuda_event,3
GL_SGIS_multisample,3
GL_ARB_shadow,3
Plugged,3
GL_EXT_point_parameters,3
EGL_EXT_platform_device,3
degree,3
GL_NVX_conditional_render,3
GL_SGIX_texture_multi_buffer,3
message-digest,3
GL_ARB_color_buffer_float,3
GL_EXT_vertex_attrib_64bit,3
GL_VERSION_4_4,3
cleans,3
1999-2007,3
LINE,3
angle,3
EGL_KHR_vg_parent_image,3
EGL_KHR_config_attribs,3
GL_MESA_pack_invert,3
\frequency,\,3
<stdint.h>,3
broken,3
\header,\,3
EGL_EXT_multiview_window,3
GL_AMD_sample_positions,3
Remove,3
GL_SGI_texture_color_table,3
GL_NV_vertex_buffer_unified_memory,3
we'll,3
resized,3
idle,3
menu,3
GL_ARB_clear_buffer_object,3
\succeeds,\,3
GL_ARB_draw_instanced,3
EGL_KHR_partial_update,3
GL_ARB_shading_language_420pack,3
GL_EXT_draw_buffers2,3
GL_EXT_vertex_shader,3
adding,3
GL_EXT_fog_coord,3
EGL_KHR_client_get_all_proc_addresses,3
GL_APPLE_specular_vector,3
GL_EXT_texture_perturb_normal,3
GL_EXT_transform_feedback,3
\__/,3
Z,3
Linux,3
ticks,3
arg,3
GL_ARB_shader_subroutine,3
GL_EXT_texture_env_add,3
GL_ARB_internalformat_query,3
GL_SGIX_subsample,3
End,3
GL_ARB_texture_multisample,3
GL_ARB_half_float_vertex,3
completely,3
GL_AMD_stencil_operation_extended,3
GL_EXT_color_subtable,3
EGL_VERSION_1_5,3
ignoring,3
GL_EXT_texture_compression_latc,3
SDL_Haptic,3
EGL_KHR_cl_event,3
tracks,3
GL_EXT_shared_texture_palette,3
round,3
GL_EXT_subtexture,3
GL_APPLE_ycbcr_422,3
slightly,3
GL_ARB_arrays_of_arrays,3
correctly,3
\dstA,\,3
\::SDL_QUERY,\,3
GL_ARB_texture_rg,3
GL_SGIS_texture4D,3
GL_SGIX_sprite,3
prevent,3
GL_NV_vdpau_interop,3
binaries,3
GL_VERSION_4_0,3
GL_SGIX_reference_plane,3
(ms),3
EGL_EXT_device_enumeration,3
GL_EXT_bindable_uniform,3
GL_ARB_texture_compression_rgtc,3
crcContext,3
fade_level,3
GL_KHR_debug,3
SDL_HapticRumbleStop,3
horizontal,3
GL_OML_subsample,3
\runtime,\,3
XML,3
egl,3
EGL_EXT_platform_wayland,3
GL_PGI_vertex_hints,3
warning,3
GL_NV_light_max_exponent,3
0x07,3
9,3
flush,3
LFO,3
applications),3
SDL_HapticRumblePlay,3
minimized,3
GL_EXT_pixel_transform,3
GL_ARB_copy_buffer,3
\encoding,\,3
\platform,\,3
thus,3
EGL_KHR_gl_texture_3D_image,3
EGL_MESA_image_dma_buf_export,3
0x406D1388,3
EGL_EXT_platform_base,3
GL_ARB_texture_buffer_object_rgb32,3
GL_NV_texture_env_combine4,3
GL_AMD_draw_buffers_blend,3
GL_S3_s3tc,3
GL_EXT_blend_func_separate,3
GL_NV_path_rendering,3
GL_EXT_clip_volume_hint,3
Text,3
GL_ARB_vertex_array_bgra,3
dst,3
kerning,3
GL_SGI_color_table,3
GL_VERSION_1_4,3
SDL_GetRendererOutputSize(),3
EGL_ANGLE_window_fixed_size,3
EGL_KHR_stream_producer_aldatalocator,3
GL_ARB_shader_stencil_export,3
EGL_KHR_image_pixmap,3
(memory,3
Here,3
EGL_EXT_output_base,3
SDL_SetWindowFullscreen(),3
selected,3
2:,3
\ms,\,3
GL_SGIS_texture_edge_clamp,3
-----------,3
GL_AMD_multi_draw_indirect,3
GL_ARB_sample_shading,3
GL_ARB_shader_image_load_store,3
Unknown,3
field,3
finger,3
unused,3
GL_ARB_shader_texture_lod,3
GL_EXT_vertex_array_bgra,3
driver-specific,3
\colorkey,\,3
GL_EXT_abgr,3
harness,3
Surfaces,3
GL_HP_image_transform,3
GL_AMD_shader_atomic_counter_ops,3
::SDL_Scancode,3
bytes),3
GL_SUNX_constant_data,3
GL_NV_copy_depth_to_color,3
GL_APPLE_row_bytes,3
GL_ARB_shading_language_include,3
sizes,3
GL_NV_transform_feedback2,3
distance,3
\extensions,\,3
GL_SGIX_ir_instrument1,3
GL_AMD_transform_feedback3_lines_triangles,3
GL_EXT_framebuffer_sRGB,3
GL_ARB_blend_func_extended,3
GL_OML_resample,3
DO,3
enter,3
GL_ARB_vertex_array_object,3
here:,3
<inttypes.h>,3
GL_ARB_texture_buffer_range,3
GL_EXT_rescale_normal,3
onPause(),2
immediatly,2
GL_EXT_float_blend,2
GL_ARB_sparse_texture2,2
GL_EGL_NV_robustness_video_memory_purge,2
\D3D11,\,2
Causes,2
VID/PID,2
GL_NV_alpha_to_coverage_dither_control,2
Digital,2
\8.1,\,2
guess,2
\form,\,2
\cycles,\,2
globally,2
Pause/Resume,2
GL_ARB_fragment_shader_interlock,2
SDL_WindowShapeParams,2
bounds,2
vkGetInstanceProcAddr,2
hundredths,2
hundredth,2
clears,2
GL_SGIX_fragment_lighting_space,2
seem,2
example:,2
XP,2
Minimize,2
GL_NV_blend_minmax_factor,2
declarations,2
(srcRGB,2
GLX_EXT_create_context_es2_profile,2
counter-clockwise,2
\SDL,\,2
::SDL_Surface,2
x86,2
pan,2
('\\',2
\endcond,2
::SDL_HAT_LEFT,2
'tag',2
correction),2
GL_NV_pixel_buffer_object,2
GL_OES_stencil4,2
\"\3D"\\,2
Mir,2
event's,2
wrapper,2
crc32,2
blanked,2
Channel,2
GL_EXT_render_snorm,2
Opacity,2
GL_EXT_texture_cube_map_array,2
WGL_NV_video_output,2
Good,2
SDL_INIT_JOYSTICK,2
Guidelines,2
Loop,2
31566,2
dependency,2
responsibility,2
nothing,2
SDL_MAIN_HANDLED,2
channel:,2
infinite,2
SDL_SetWindowSize(),2
GL_EXT_multisample_compatibility,2
pair,2
GL_OES_depth24,2
GL_EXT_sparse_texture,2
C),2
meaning,2
high-dpi,2
EGL_NV_stream_fifo_synchronous,2
blittable,2
::SDL_HAT_CENTERED,2
GLX_EXT_stereo_tree,2
Effects,2
physical,2
khronos_utime_nanoseconds_t,2
SDL_HapticOpenFromMouse,2
WGL_ATI_pixel_format_float,2
north,2
GL_OES_depth32,2
GL_SGI_complex,2
backend's,2
::SDL_HAT_RIGHTUP,2
\KHRONOS_FALSE,\,2
blah();,2
scancodes,2
GL_NV_bindless_multi_draw_indirect_count,2
project,2
titlebars),2
Read-write,2
Be,2
occur,2
GL_NV_packed_float,2
GL_NV_uniform_buffer_unified_memory,2
